time,temperature
0.0,20.0
0.10101010101010101,21.008384202581045
0.20202020202020202,22.006488565226853
0.30303030303030304,22.98413804447641
0.40404040404040403,23.931366121483297
0.5050505050505051,24.838516404379348
0.6060606060606061,25.696341069089655
0.7070707070707071,26.496095135057065
0.8080808080808081,27.229625614794607
0.9090909090909091,27.88945462844257
1.0101010101010102,28.468855636029836
1.1111111111111112,28.961922010299563
1.2121212121212122,29.36362725104285
1.3131313131313131,29.669876227092995
1.4141414141414141,29.87754692360084
1.5151515151515151,29.984522269003897
1.6161616161616161,29.98971171723357
1.7171717171717171,29.8930623651434
1.8181818181818181,29.69555949182324
1.9191919191919191,29.39921651430131
2.0202020202020203,29.007054462029554
2.121212121212121,28.52307117939675
2.2222222222222223,27.95220057023049
2.323232323232323,27.300262299764462
2.4242424242424243,26.573902466827754
2.525252525252525,25.780525851065732
2.6262626262626263,24.928220425889236
2.727272727272727,24.025674906694967
2.8282828282828283,23.08209017490077
2.929292929292929,22.10708548077193
3.0303030303030303,21.110600381241298
3.131313131313131,20.102793412405347
3.2323232323232323,19.093938529665923
3.3333333333333335,18.094320371245146
3.4343434343434343,17.114129412795677
3.5353535353535355,16.163358081938878
3.6363636363636362,15.251698891777606
3.7373737373737375,14.388445631847983
3.8383838383838382,13.582398623806123
3.9393939393939394,12.841775007708097
4.040404040404041,12.174124973457978
4.141414141414141,11.5862547913913
4.242424242424242,11.084157426648598
4.343434343434343,10.672951444681665
4.444444444444445,10.356828830712217
4.545454545454545,10.139012255090703
4.646464646464646,10.021722220207874
4.747474747474747,10.006154423875643
4.848484848484849,10.092467569943228
4.94949494949495,10.279781750411667
5.05050505050505,10.566187415540004
5.151515151515151,10.948764840498633
5.252525252525253,11.423613890119483
5.353535353535354,11.985893778310304
5.454545454545454,12.629872416810866
5.555555555555555,13.348984850211776
5.656565656565657,14.13590018152765
5.757575757575758,14.982596306060888
5.858585858585858,15.880441691691372
5.959595959595959,16.820283371893815
6.0606060606060606,17.792540254449367
6.161616161616162,18.787300794628333
6.262626262626262,19.7944240371274
6.363636363636363,20.803642996702816
6.4646464646464645,21.80466932359911
6.565656565656566,22.787298186775573
6.666666666666667,23.7415123057122
6.767676767676767,24.65758407025652
6.8686868686868685,25.526174707464058
6.96969696969697,26.33842948448906
7.070707070707071,27.086067976992183
7.171717171717171,27.761468482835806
7.2727272727272725,28.357745720522587
7.373737373737374,28.86882102029079
7.474747474747475,29.289484292312515
7.575757575757575,29.615447140268238
7.6767676767676765,29.843386578838235
7.777777777777778,29.97097890943875
7.878787878787879,29.996923408861115
7.979797979797979,29.920955589323228
8.080808080808081,29.743849894755357
8.181818181818182,29.467411805833542
8.282828282828282,29.094459434244627
8.383838383838384,28.628794793817836
8.484848484848484,28.075165041395625
8.585858585858587,27.439214082568444
8.686868686868687,26.727425035622648
8.787878787878787,25.947054140244976
8.88888888888889,25.10605678474283
8.98989898989899,24.21300640588607
9.09090909090909,23.277007088134997
9.191919191919192,22.30760075325052
9.292929292929292,21.314669886429584
9.393939393939394,20.30833679061141
9.494949494949495,19.298860395993533
9.595959595959595,18.296531676719034
9.696969696969697,17.31156874089616
9.797979797979798,16.354012663441114
9.8989898989899,15.433625123662262
10.0,14.559788891106303
